Code,Name,Date,Price,Share,Amount,Warran,Underwriter,Sector,Subsector,Field,Website,Prospectus,Summary_Prospectus,Alamat,Image,1 candle gain,2 candle gain,3 candle gain,4 candle gain,5 candle gain,6 candle gain,7 candle gain,1 candle high,2 candle high,3 candle high,4 candle high,5 candle high,6 candle high,7 candle high,Papan Pencatatan
MKTR,PT Menthobi Karyatama Raya Tbk,2022-11-08,Rp120,20.83%,"25,000,000 lot",1 : 1,II - DANATAMA MAKMUR SEKURITAS,Barang Konsumen Primer,Makanan & Minuman,Bergerak dalam bidang perkebunan dan pabrik kelapa sawit,https://mktr.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/MKTR/prospectus/enwyx02061.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/MKTR/summary-prospectus/55lss0sx1r.pdf,"Gedung Wisma Maktour Lt.4, Jalan Otto Iskandardinata No. 80 Jakarta Timur 13330",https://storage.googleapis.com/assets.trading.stockbit.com/company/MKTR/logo/8vqwyvda79.png,8.333333333333332,5.833333333333333,3.333333333333333,5.0,9.166666666666666,10.833333333333334,9.166666666666666,25.0,14.166666666666666,10.0,14.166666666666666,26.666666666666668,15.0,12.5,Utama
PRAY,PT Famon Awal Bros Sedaya Tbk,2022-11-08,Rp900,2.17%,"3,022,223 lot",0,PD - INDO PREMIER SEKURITAS,Kesehatan,Jasa & Peralatan Kesehatan,Bergerak di bidang aktivitas perusahaan holding dan jasa pelayanan kesehatan melalui Perusahaan Anak,https://primayahospital.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/PRAY/prospectus/1thx0jnmlu.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/PRAY/summary-prospectus/do203ljwoa.pdf,"Ruko Mega Grosir Cempaka Mas Blok N/21 Sumur Batu, Kemayoran, Jakarta",https://storage.googleapis.com/assets.trading.stockbit.com/company/PRAY/logo/0r4dh87nf9.png,-1.1111111111111112,-6.111111111111111,-12.22222222222222,-18.33333333333333,-16.11111111111111,-15.0,-16.11111111111111,25.0,0.0,-7.222222222222221,-12.777777777777777,-11.666666666666666,-11.11111111111111,-13.88888888888889,Pengembangan
CBUT,PT Citra Borneo Utama Tbk,2022-11-08,Rp690,20%,"6,250,000 lot",0,YP - MIRAE ASSET SEKURITAS INDONESIA,Barang Konsumen Primer,Makanan & Minuman,"bidang industri pemurnian, pemisahan/fraksinasi dan perdagangan produk kelapa sawit dan turunannya",http://www.citraborneoutama.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/CBUT/prospectus/p3ejeacskr.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/CBUT/summary-prospectus/mathshtu8b.pdf,"Jalan Haji Udan Said No.47, Kabupaten Kotawaringin Barat, Pangkalan Bun, 74115",https://storage.googleapis.com/assets.trading.stockbit.com/company/CBUT/logo/ensl5p1mgx.png,24.637681159420293,34.78260869565217,33.33333333333333,24.637681159420293,21.014492753623188,16.666666666666664,15.942028985507244,24.637681159420293,51.44927536231884,39.130434782608695,34.05797101449276,24.637681159420293,23.18840579710145,17.391304347826086,Utama
PDPP,PT Primadaya Plastisindo Tbk,2022-11-09,Rp200,20%,"5,000,000 lot",0,MG - SEMESTA INDOVEST SEKURITAS,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Industri Barang Dari Plastik Untuk Pengemasan,https://www.pt-pdp.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/PDPP/prospectus/bfw5g7q62b.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/PDPP/summary-prospectus/f125444l73.pdf,"Jl. Raya Narogong KM. 18 Cileungsi Bogor, Jawa Barat 16829",https://storage.googleapis.com/assets.trading.stockbit.com/company/PDPP/logo/rpfyeywaf6.png,9.624061584472656,2.3157882690429688,-4.180450439453125,-10.67668914794922,-5.804512023925781,-11.488723754882812,-13.112785339355469,9.624061584472656,36.42105102539063,-4.180450439453125,-10.67668914794922,-4.992485046386719,-4.180450439453125,-8.2406005859375,Pengembangan
BSBK,PT Wulandari Bangun Laksana Tbk,2022-11-08,Rp100,12.09%,"27,500,000 lot",100 : 137,SH - ARTHA SEKURITAS INDONESIA,Properti & Real Estat,Properti & Real Estat,Bergerak dalam bidang property dan real estate,https://www.balikpapansuperblock.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/BSBK/prospectus/x7lrq4kuz7.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/BSBK/summary-prospectus/cb9bu4mgxe.pdf,"Jl. Jend. Sudirman Nomor 47 Tower G Komplek Balikpapan Superblock Stall Kuda, Kelurahan Damai Bahagia, Kec. Balikpapan Selatan, Kota Balikpapan, Provinsi Kalimantan Timur, 76114Jl. Jend. Sudirman Nomor 47 Tower G Komplek Balikpapan Superblock Stall Kuda, Kelurahan Damai Bahagia, Kec. Balikpapan Selatan, Kota Balikpapan, Provinsi Kalimantan Timur, 76114",https://storage.googleapis.com/assets.trading.stockbit.com/company/BSBK/logo/qeau43gy7s.png,35.0,82.0,142.0,190.0,170.0,152.0,136.0,35.0,82.0,144.0,200.0,220.00000000000003,152.0,136.0,Utama
OMED,PT Jayamas Medica Industri Tbk,2022-11-08,Rp204,15%,"40,588,500 lot",0,KI - CIPTADANA SEKURITAS ASIA,Kesehatan,Jasa & Peralatan Kesehatan,Bergerak di bidang usaha manufaktur alat kesehatan dan perbekalan kesehatan rumah tangga lainnya,https://www.onemed.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/OMED/prospectus/bmdqy2042p.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/OMED/summary-prospectus/dn6g0z1yly.pdf,"Sebelah Selatan Jalan By Pass RT 05 / RW 01 Kelurahan Sidomojo, Kecamatan Krian, Sidoarjo 61262, Jawa Timur",https://storage.googleapis.com/assets.trading.stockbit.com/company/OMED/logo/9o81pxohlt.png,23.52941176470588,23.52941176470588,20.588235294117645,23.52941176470588,26.47058823529412,29.411764705882355,28.431372549019606,24.509803921568626,30.392156862745097,23.52941176470588,27.450980392156865,27.450980392156865,29.411764705882355,33.33333333333333,Utama
COAL,PT Black Diamond Resources Tbk,2022-09-07,Rp100,20%,"12,500,000 lot",0,SF - SURYA FAJAR SEKURITAS,Energi,"Minyak, Gas, & Batu Bara",Pertambangan Batubara Melalui Entitas Anak,https://blackdiamondtbk.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/COAL/prospectus/i3lrcwagqv.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/COAL/summary-prospectus/1qnkn5ccvc.pdf,"Gedung Centennial Tower Lt 21 Unit H , Jl. Jenderal Gatot Subroto No. 24-25, Jakarta Selatan 12930",https://storage.googleapis.com/assets.trading.stockbit.com/company/COAL/logo/jbcm61evsj.png,35.0,82.0,144.0,204.0,280.0,370.0,338.0,35.0,82.0,144.0,204.0,280.0,374.0,470.0,Pemantauan Khusus
MEDS,PT Hetzer Medical Indonesia Tbk,2022-08-10,Rp125,20%,"3,125,000 lot",0,AN - WANTEG SEKURITAS,Kesehatan,Jasa & Peralatan Kesehatan,Industri Peralatan Kesehatan dan Turunannya,https://www.evoplusmed.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/MEDS/prospectus/h50qa9jf8l.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/MEDS/summary-prospectus/2r64l6hllc.pdf,"Jl. Mahar Martanegara No. 106, Kel. Cigugur Tengah Kec. Cimahi Tengah, Kota Cimahi, Provinsi Jawa Barat 40522",https://storage.googleapis.com/assets.trading.stockbit.com/company/MEDS/logo/mtv4u7ck6n.png,34.4,48.8,53.6,106.4,127.2,173.6,240.8,34.4,80.80000000000001,56.00000000000001,106.4,152.8,176.8,240.8,Pengembangan
BUAH,PT Segar Kumala Indonesia Tbk,2022-08-09,Rp388,20%,"2,000,000 lot",0,LS - RELIANCE SEKURITAS INDONESIA TBK.,Barang Konsumen Primer,Makanan & Minuman,Bergerak di bidang Perdagangan Besar Buah-buahan dan Daging Unggas Beku,https://sk-indonesia.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/BUAH/prospectus/or6rhm02yb.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/BUAH/summary-prospectus/vo5bcu4qw5.pdf,"Jl. Pegangsaan Dua KM. 4 No.89. Pegangsaan Dua, Kelapa Gading, Jakarta Utara. 14250",https://storage.googleapis.com/assets.trading.stockbit.com/company/BUAH/logo/1yn23ocgix.png,24.742268041237114,22.68041237113402,15.463917525773196,18.04123711340206,20.103092783505154,19.072164948453608,35.30927835051546,24.742268041237114,49.48453608247423,22.68041237113402,23.711340206185564,21.649484536082475,22.164948453608247,39.175257731958766,Pengembangan
EURO,PT Estee Gold Feet Tbk,2022-08-08,Rp70,20%,"5,000,000 lot",10 : 1,II - DANATAMA MAKMUR SEKURITAS,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Industri pengisian jasa aerosol kosmetik dan bahan pembersih keperluan rumah tangga,https://esteegoldaerosol.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/EURO/prospectus/pqd806mxhx.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/EURO/summary-prospectus/355kpaibdv.pdf,"Jl. Kapuk Utara II No.2, RT.1/RW.3, Kapuk Muara, Penjaringan Jakarta Utara, 14460, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/EURO/logo/fb9if35saw.png,0.0,-1.4285714285714286,0.0,0.0,0.0,0.0,0.0,10.0,2.857142857142857,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,Akselerasi
CRAB,PT Toba Surimi Industries Tbk,2022-08-10,Rp150,20%,"3,900,000 lot",0,HD - KGI SEKURITAS INDONESIA,Barang Konsumen Primer,Makanan & Minuman,"Industri Pembekuan, Pengolahan, Pengawetan, Perdagangan Besar Makanan &Minuman serta Hasil Perikanan",https://www.tobasurimi.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/CRAB/prospectus/l58kmq887g.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/CRAB/summary-prospectus/w6ozgipoci.pdf,"Jl. Pulau Pinang 2, Kawasan Industri Medan II Saentis Deli Serdang, 20371 Sumatera Utara, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/CRAB/logo/dlftahzsqx.png,34.66666666666667,42.66666666666667,42.66666666666667,44.0,56.00000000000001,81.33333333333333,108.0,34.66666666666667,68.0,56.00000000000001,56.00000000000001,57.333333333333336,94.66666666666669,110.66666666666669,Pengembangan
KLIN,PT Klinko Karya Imaji Tbk,2022-08-09,Rp100,17.59%,"2,300,000 lot",4 : 1,SA - ELIT SUKSES SEKURITAS,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Bergerak di Bidang Produksi dan Perdagangan Produk Alat-Alat Kebersihan yang Ramah Lingkungan,https://www.klinko.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/KLIN/prospectus/4twnqus98w.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/KLIN/summary-prospectus/2e0rxfj0bu.pdf,"Jl. Raya Driyorejo Km 25, Desa/Kelurahan Driyorejo, Kec. Driyorejo, Kab. Gresik, Jawa Timur 61177, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/KLIN/logo/to2s8a58ti.jpeg,-10.0,-19.0,-22.0,-23.0,-26.0,-27.0,-26.0,-10.0,-19.0,-20.0,-20.0,-20.0,-23.0,-25.0,Akselerasi
KKES,PT Kusuma Kemindo Sentosa Tbk,2022-08-08,Rp105,27.27%,"4,500,000 lot",0,YP - MIRAE ASSET SEKURITAS INDONESIA,Barang Baku,Barang Baku,Perdagangan Besar Bahan dan Barang Kimia,https://kks-chemicals.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/KKES/prospectus/e8cv0veg5k.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/KKES/summary-prospectus/hwd028c2x7.pdf,"Green Ville Maisonette Blok FA / 12A, Jakarta Barat, DKI Jakarta, 11510 - Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/KKES/logo/kjlqft6gyt.jpg,20.952380952380956,13.333333333333334,10.476190476190476,13.333333333333334,13.333333333333334,16.19047619047619,20.952380952380956,31.428571428571427,23.809523809523807,25.71428571428571,20.0,15.23809523809524,19.047619047619047,25.71428571428571,Pemantauan Khusus
TOOL,PT Rohartindo Nusantara Luas Tbk,2022-08-09,Rp127,20%,"4,100,000 lot",2 : 1,YP - MIRAE ASSET SEKURITAS INDONESIA,Barang Konsumen Non-Primer,Barang Rumah Tangga,bergerak dalam bidang usaha Perdagangan besar,-,https://storage.googleapis.com/assets.trading.stockbit.com/company/TOOL/prospectus/vrdj59pv0p.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/TOOL/summary-prospectus/s3xlzyfk4l.pdf,"Jalan Raya Perancis, Pergudangan Kosambi Permai, Blok J No. 32, Kabupaten Tangerang, Provinsi Banten",https://storage.googleapis.com/assets.trading.stockbit.com/company/TOOL/logo/nao34deovs.png,34.645669291338585,25.984251968503933,17.322834645669293,9.448818897637794,8.661417322834646,7.086614173228346,7.086614173228346,34.645669291338585,81.10236220472441,17.322834645669293,9.448818897637794,18.11023622047244,10.236220472440944,9.448818897637794,Pengembangan
RAFI,PT Sari Kreasi Boga Tbk,2022-08-05,Rp126,30.31%,"9,480,900 lot",2 : 1,IN - INVESTINDO NUSANTARA SEKURITAS,Barang Konsumen Primer,Makanan & Minuman,Perseroan bergerak di bidang penjualan bahan baku dan waralaba makanan dan minuman.,https://skbfood.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/RAFI/prospectus/05mzyra0i3.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/RAFI/summary-prospectus/u89rz7o1qh.pdf,"Tower A lt.3, Jl. Ampera Raya RW2, Ragunan, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12540",https://storage.googleapis.com/assets.trading.stockbit.com/company/RAFI/logo/27bie6dwk7.png,34.92063492063492,26.190476190476197,19.84126984126984,33.33333333333333,38.88888888888889,52.38095238095239,104.76190476190476,34.92063492063492,80.95238095238095,23.015873015873016,43.65079365079365,43.65079365079365,55.55555555555556,104.76190476190476,Pemantauan Khusus
ELPI,PT Pelayaran Nasional Ekalya Purnamasari Tbk,2022-08-08,Rp200,15%,"11,120,000 lot",0,LG - TRIMEGAH SEKURITAS INDONESIA TBK.,Transportasi & Logistik,Logistik & Pengantaran,Bergerak dalam bidang angkutan laut dan aktivitas penunjang angkutan,https://www.pnep.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/ELPI/prospectus/8l3vuf8ygv.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/ELPI/summary-prospectus/wdsjs8ufs5.pdf,"Graha KCT Lt. 3 Jl. W.R. Supratman No.23 Surabaya, Jawa Timur- Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/ELPI/logo/j8qq2luqok.png,35.0,68.0,56.99999999999999,47.0,37.0,35.0,38.0,35.0,68.0,85.0,47.0,37.0,41.0,46.0,Utama
JARR,PT Jhonlin Agro Raya Tbk,2022-08-04,Rp300,15.29%,"12,229,500 lot",0,IN - INVESTINDO NUSANTARA SEKURITAS,Barang Konsumen Primer,Makanan & Minuman,Perkebunan dan Pengolahan Minyak Kelapa Sawit Terpadu,https://www.ptjar.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/JARR/prospectus/zs6ef80ugt.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/JARR/summary-prospectus/pvlxigvmpo.pdf,"Kantor: Jl. Kodeco KM 1, Kel. Gunung Antasari, Kec. Simpang Empat, Kab. Tanah Bumbu, Kalimatan Selatan 72213 Operasional: Pabrik Refinery dan Pabrik Biodiesel di Desa Batu Ampar, Kec. Simpang Empat, Kab. Tanah Bumbu, Kalimantan Selatan",https://storage.googleapis.com/assets.trading.stockbit.com/company/JARR/logo/t7639b0dwo.png,24.666666666666668,55.333333333333336,93.33333333333331,80.0,68.33333333333333,56.66666666666666,46.0,24.666666666666668,55.333333333333336,93.33333333333331,141.66666666666669,80.0,76.66666666666667,62.66666666666667,Utama
RCCC,PT Utama Radar Cahaya Tbk,2022-08-02,Rp135,20%,"1,500,000 lot",0,SA - ELIT SUKSES SEKURITAS,Transportasi & Logistik,Logistik & Pengantaran,Bergerak di Bidang Jasa Pengurusan Transportasi (Freight Forwarding),https://www.utamaradarcahaya.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/RCCC/prospectus/d0coof5gc9.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/RCCC/summary-prospectus/nfwxa4wvu5.pdf,"Kantor Pusat: Gedung STC Senayan, Lantai 2, Ruang 38, Jl. Asia Afrika Pintu IX, Gelora, Tanah Abang Jakarta Pusat 10270, Indonesia Garasi dan Bengkel: Jl. Curug Dengdeng, Desa Lulut, Kec. Klapanunggal, Cileungsi, Kab. Bogor, Jawa Barat, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/RCCC/logo/xuo9kymv6s.png,-13.932981137876158,-11.816575792100696,-10.405646430121529,-8.289241084346065,0.8818336769386574,9.347443757233796,17.813053837528937,4.409168384693287,-11.11111111111111,-8.994711416739005,-6.878306070963541,0.8818336769386574,10.05290843822338,19.929447880497687,Akselerasi
AMMS,PT Agung Menjangan Mas Tbk,2022-08-04,Rp100,20%,"2,400,000 lot",5 : 7,IU - INDO CAPITAL SEKURITAS,Perindustrian,Jasa Perindustrian,Menjalankan usaha dalam bidang jasa sarana produksi dan jasa pasca panen budidaya ikan air payau,https://agungmm.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/AMMS/prospectus/od5zkbnxk2.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/AMMS/summary-prospectus/5iwuxfrc1w.pdf,"Generali Tower Grand Rubina Business Park Lt.20 C Jl. H.R. Rasuna Said, Kuningan, Jakarta Selatan 12940",https://storage.googleapis.com/assets.trading.stockbit.com/company/AMMS/logo/jabngsglli.jpg,5.0,-1.0,-5.0,1.0,8.0,16.0,5.0,10.0,8.0,0.0,4.0,10.0,18.0,27.0,Akselerasi
KRYA,PT Bangun Karya Perkasa Jaya Tbk.,2022-07-25,Rp125,20%,"3,250,000 lot",0,IU - INDO CAPITAL SEKURITAS,Infrastruktur,Konstruksi Bangunan,Bergerak dalam bidang konstruksi umum dan konstruksi baja,https://www.ptbkpjaya.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/KRYA/prospectus/zw6qpb1vow.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/KRYA/summary-prospectus/vn955ifg17.pdf,"Jl. Pattimura Plaza Segi Delapan C 851-852, Sonokwijenan, Sukomanunggal, Surabaya, Indonesia 60189",https://storage.googleapis.com/assets.trading.stockbit.com/company/KRYA/logo/c6aqjsxgre.jpg,-12.8,-18.4,-14.4,-18.4,-20.0,-24.0,-26.4,-9.6,-18.4,-5.6000000000000005,-10.4,-16.0,-18.4,-20.8,Pengembangan
AXIO,PT Tera Data Indonusa Tbk.,2022-07-20,Rp140,17.81%,"10,401,265 lot",0,NI - BNI SEKURITAS,Teknologi,Perangkat Keras & Peralatan Teknologi,Perdagangan Besar Komputer dan Perlengkapan Komputer,https://www.terra.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/AXIO/prospectus/katg9hq5ux.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/AXIO/summary-prospectus/w7ccnj5zq7.pdf,"Wisma Exa Jl. Inspeksi PAM No.168, Cakung Barat Jakarta Timur 13910",https://storage.googleapis.com/assets.trading.stockbit.com/company/AXIO/logo/0wluykgovj.png,35.0,71.42857142857143,60.0,50.0,54.285714285714285,70.0,67.14285714285714,35.0,81.42857142857143,67.14285714285714,58.57142857142858,62.85714285714285,72.85714285714285,78.57142857142857,Utama
HATM,PT Habco Trans Maritima TBK,2022-07-26,Rp160,17.89%,"12,200,000 lot",0,XA - NH KORINDO SEKURITAS INDONESIA,Transportasi & Logistik,Logistik & Pengantaran,Pengangkutan dengan Kegiatan Usaha Angkutan Laut Dalam Negeri untuk Barang Khusus,https://habcomaritima.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/HATM/prospectus/56czq765g6.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/HATM/summary-prospectus/tqtee6jl44.pdf,"Jalan H. Imam Munandar No. 247 F-G, Kel Tangkerang Utara, Kec Bukit Raya, Pekanbaru, Riau 28282",https://storage.googleapis.com/assets.trading.stockbit.com/company/HATM/logo/m3pc51al2a.png,1.875,9.375,20.0,16.875,17.5,21.875,26.25,32.5,9.375,43.75,23.125,21.25,23.75,40.0,Utama
DEWI,PT Dewi Shri Farmindo Tbk,2022-07-18,Rp100,35%,"7,000,000 lot",0,HD - KGI SEKURITAS INDONESIA,Barang Konsumen Primer,Makanan & Minuman,Bergerak di bidang budidaya ayam ras pedaging dan perdagangan eceran hewan ternak,https://www.dewishrifarmindo.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/DEWI/prospectus/ogglhhfpvy.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/DEWI/summary-prospectus/no22d8qpo0.pdf,"Kampung Cimenyan, RT 003/RW 003, Desa Cintaasih, Kecamatan Grekbong, Cianjur, Jawa Barat",https://storage.googleapis.com/assets.trading.stockbit.com/company/DEWI/logo/z5cfhth1s3.png,35.0,82.0,70.0,59.0,48.0,49.0,52.0,35.0,82.0,130.0,59.0,48.0,52.0,62.0,Pengembangan
GULA,PT Aman Agrindo Tbk,2022-08-03,Rp250,20%,"2,140,725 lot",0,AI - UOB KAY HIAN SEKURITAS,Barang Konsumen Primer,Makanan & Minuman,"Bergerak di bidang perkebunan tebu, perdagangan gula dan industri gula",https://www.amanagrindo.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/GULA/prospectus/xgzfnjd72u.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/GULA/summary-prospectus/u7z9v9hzlx.pdf,"Jl.MT. Haryono 864-866 Ruko Bangkong Plaza C-10, Kelurahan Peterongan, Kecamatan Semarang Selatan, Kota Semarang, Provinsi Jawa Tengah, 50242",https://storage.googleapis.com/assets.trading.stockbit.com/company/GULA/logo/btf4mrvzxn.jpg,1.6,-4.8,-8.0,-4.0,-8.799999999999999,-9.6,-14.4,24.8,4.0,-1.6,2.4,-2.4,-4.8,-8.0,Pengembangan
CHEM,PT Chemstar Indonesia Tbk,2022-07-08,Rp150,29.41%,"5,000,000 lot",0,XA - NH KORINDO SEKURITAS INDONESIA,Barang Baku,Barang Baku,Perseroan bergerak dalam Industri dan perdagangan bahan kimia spesialisasi untuk industri tekstil,https://www.chemstarindonesia.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/CHEM/prospectus/dkfxu6aeef.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/CHEM/summary-prospectus/ehspky6dce.pdf,"Jl. Industri Ubrug No. 70, Kp. Cisampih, Kel. Cibinong, Kec. Jatiluhur, Kab. Purwakarta, Jawa Barat 41152",https://storage.googleapis.com/assets.trading.stockbit.com/company/CHEM/logo/zmpedsjj5r.jpeg,3.333333333333333,-3.333333333333333,-10.0,-16.0,-16.666666666666664,-19.33333333333333,-19.33333333333333,26.666666666666668,3.333333333333333,-4.666666666666667,-10.0,0.0,-8.666666666666668,-15.333333333333332,Pengembangan
TRGU,PT Cerestar Indonesia Tbk,2022-07-08,Rp210,18.87%,"15,000,000 lot",0,MG - SEMESTA INDOVEST SEKURITAS,Barang Konsumen Primer,Makanan & Minuman,Processed Foods,http://www.cerestargroup.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/TRGU/prospectus/fewrf6kuao.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/TRGU/summary-prospectus/nyxb5jrgqz.pdf,"The City Tower Lt. 28 Jl. M.H Thamrin No. 81, Menteng Jakarta Pusat 10310 – DKI Jakarta",https://storage.googleapis.com/assets.trading.stockbit.com/company/TRGU/logo/skftp4t1zy.jpg,24.761904761904763,55.23809523809524,93.33333333333331,140.47619047619045,123.8095238095238,132.38095238095238,154.76190476190476,24.761904761904763,55.23809523809524,93.33333333333331,140.47619047619045,200.0,133.33333333333331,164.28571428571428,Utama
SWID,PT Saraswanti Indoland Development Tbk,2022-07-07,Rp200,6.31%,"3,400,000 lot",0,AH - SHINHAN SEKURITAS INDONESIA,Properti & Real Estat,Properti & Real Estat,Bergerak dalam bidang usaha Properti & Real Estate,https://saraswantiproperty.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/SWID/prospectus/dw1o71ucp2.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/SWID/summary-prospectus/1jef2f59ba.pdf,"Jalan Palagan Tentara Pelajar KM. 7 Sariharjo, Ngaglik, Kab. Sleman, Daerah Istimewa Yogyakarta Indonesia - 55581",https://storage.googleapis.com/assets.trading.stockbit.com/company/SWID/logo/22g9r19tk8.png,8.0,1.0,-6.0,-12.5,-18.5,-24.0,-29.0,35.0,9.0,-6.0,-12.5,-18.5,-14.499999999999998,-25.0,Pengembangan
ASHA,PT Cilacap Samudera Fishing Industry Tbk,2022-05-27,Rp100,25%,"12,500,000 lot",0,HD - KGI SEKURITAS INDONESIA,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Food Retail & Distributors,https://www.csfi.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/ASHA/prospectus/2xlai0xwkn.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/ASHA/summary-prospectus/7oo302jrsr.pdf,"Jl. Muara Baru Ujung K No. 7D RT 021 RW 17 Penjaringan Jakarta Utara, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/ASHA/logo/uijri973yt.jpeg,35.0,82.0,144.0,204.0,280.0,254.0,230.0,35.0,82.0,144.0,204.0,280.0,368.0,254.0,Pemantauan Khusus
OLIV,PT Oscar Mitra Sukses Sejahtera Tbk.,2022-05-17,Rp100,21.1%,"4,000,000 lot",0,II - DANATAMA MAKMUR SEKURITAS,Barang Konsumen Non-Primer,Barang Rumah Tangga,Perdagangan eceran furniture untuk barang perlengkapan rumah tangga dan perlengkapan dapur,https://www.oscarliving.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/OLIV/prospectus/g8qa15ecb7.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/OLIV/summary-prospectus/01jb64ggbk.pdf,"Jl. Otista Raya No. 33, Jakarta Timur, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/OLIV/logo/5ha94ew4xv.png,1.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,1.0,1.0,3.0,1.0,1.0,5.0,Akselerasi
IBOS,PT Indo Boga Sukses Tbk,2022-04-25,Rp100,20%,"16,073,600 lot",0,SF - SURYA FAJAR SEKURITAS,Barang Konsumen Primer,Makanan & Minuman,Restoran dan Aktivitas Perusahaan Holding,https://indobogasukses.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/IBOS/prospectus/qkplq8ez2h.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/IBOS/summary-prospectus/ucouoiutuc.pdf,"Jalan Raya Randugowang, Desa Sendangadi, Kecamatan Mlati, Kabupaten Sleman, Yogyakarta 55285",https://storage.googleapis.com/assets.trading.stockbit.com/company/IBOS/logo/9qtxql7sp1.jpg,10.0,12.0,15.0,18.0,18.0,18.0,18.0,10.0,21.0,16.0,22.0,20.0,19.0,19.0,Akselerasi
