id,jenis,warna,image_array
37,0,4,"[[[ 87  57  19]
  [ 87  57  19]
  [ 88  58  20]
  ...
  [193 178 157]
  [192 177 158]
  [196 179 161]]

 [[ 77  51  18]
  [ 78  52  19]
  [ 79  53  20]
  ...
  [193 178 157]
  [187 172 153]
  [191 174 156]]

 [[ 96  72  46]
  [ 97  73  47]
  [ 97  73  47]
  ...
  [194 179 158]
  [192 177 158]
  [198 181 163]]

 ...

 [[  2   2   0]
  [  2   2   0]
  [ 13  13  11]
  ...
  [ 46  36  24]
  [ 53  43  33]
  [ 46  36  26]]

 [[  3   4   0]
  [  3   4   0]
  [ 14  15  10]
  ...
  [ 52  42  32]
  [ 47  37  27]
  [ 46  36  27]]

 [[  5   6   1]
  [  3   4   0]
  [ 15  16  11]
  ...
  [ 52  42  32]
  [ 42  33  24]
  [ 47  38  29]]]"
38,1,3,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
39,1,4,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
40,0,4,"[[[ 92  87  65]
  [ 92  87  65]
  [ 91  86  64]
  ...
  [112 110  87]
  [116 114  91]
  [119 117  96]]

 [[ 90  85  63]
  [ 89  84  62]
  [ 88  83  61]
  ...
  [ 88  86  61]
  [ 85  83  60]
  [ 83  81  60]]

 [[ 77  69  48]
  [ 76  68  47]
  [ 75  67  46]
  ...
  [ 91  89  64]
  [ 83  81  58]
  [ 74  72  49]]

 ...

 [[179 183 182]
  [179 183 182]
  [179 183 182]
  ...
  [170 164 138]
  [168 165 134]
  [168 165 132]]

 [[180 184 183]
  [180 184 183]
  [180 184 183]
  ...
  [170 164 138]
  [167 164 133]
  [167 164 131]]

 [[179 183 182]
  [179 183 182]
  [179 183 182]
  ...
  [169 163 137]
  [167 164 133]
  [167 164 131]]]"
41,0,0,"[[[108 194 217]
  [105 202 219]
  [101 207 221]
  ...
  [237  55 129]
  [242  58 132]
  [245  61 135]]

 [[107 202 222]
  [ 98 200 215]
  [ 91 199 212]
  ...
  [237  53 127]
  [236  52 126]
  [241  57 131]]

 [[100 203 218]
  [ 93 199 213]
  [ 90 198 211]
  ...
  [236  52 126]
  [232  48 122]
  [238  56 130]]

 ...

 [[238  50 126]
  [238  50 126]
  [236  50 125]
  ...
  [240  54 129]
  [236  52 126]
  [238  54 128]]

 [[235  53 127]
  [239  55 129]
  [240  52 128]
  ...
  [239  53 128]
  [236  50 125]
  [240  54 129]]

 [[233  57 129]
  [234  52 126]
  [237  49 125]
  ...
  [236  50 125]
  [237  49 125]
  [245  57 133]]]"
42,0,4,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
43,0,1,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
44,1,3,"[[[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 [[246 246 246]
  [246 246 246]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [246 246 246]]

 ...

 [[239 239 239]
  [239 239 239]
  [239 239 239]
  ...
  [239 239 239]
  [239 239 239]
  [239 239 239]]

 [[239 239 239]
  [239 239 239]
  [239 239 239]
  ...
  [239 239 239]
  [239 239 239]
  [239 239 239]]

 [[239 239 239]
  [239 239 239]
  [239 239 239]
  ...
  [239 239 239]
  [239 239 239]
  [239 239 239]]]"
45,0,4,"[[[174 148 121]
  [169 143 116]
  [164 138 111]
  ...
  [168 148 124]
  [168 147 126]
  [169 151 129]]

 [[167 141 114]
  [165 139 112]
  [161 135 108]
  ...
  [157 137 113]
  [155 134 113]
  [153 135 113]]

 [[175 149 122]
  [175 149 122]
  [173 147 120]
  ...
  [166 144 121]
  [164 143 122]
  [164 143 122]]

 ...

 [[237 233 232]
  [236 232 231]
  [236 232 231]
  ...
  [222 216 216]
  [232 226 226]
  [247 241 241]]

 [[237 233 232]
  [236 232 231]
  [236 232 231]
  ...
  [220 214 214]
  [234 228 228]
  [253 247 247]]

 [[238 234 233]
  [237 233 232]
  [236 232 231]
  ...
  [219 213 213]
  [236 230 230]
  [255 251 251]]]"
46,1,4,"[[[  2  21  87]
  [  3  22  88]
  [  4  23  89]
  ...
  [ 40  56 107]
  [ 37  53 105]
  [ 34  51 103]]

 [[  0  42 157]
  [  1  42 156]
  [  1  42 156]
  ...
  [  3  46 141]
  [  3  45 143]
  [  3  45 143]]

 [[  4  48 183]
  [  6  50 185]
  [  8  52 185]
  ...
  [  4  50 162]
  [  4  50 162]
  [  4  50 162]]

 ...

 [[ 26  61 177]
  [ 31  64 180]
  [ 36  69 184]
  ...
  [ 45  66 155]
  [ 45  66 155]
  [ 44  66 152]]

 [[  0  34 160]
  [  0  34 160]
  [  0  34 158]
  ...
  [ 51  80 158]
  [ 53  80 157]
  [ 51  79 153]]

 [[ 27  71 178]
  [ 29  71 179]
  [ 30  73 178]
  ...
  [ 27  63 175]
  [ 26  62 174]
  [ 22  58 168]]]"
47,0,1,"[[[238 238 240]
  [238 238 240]
  [238 238 240]
  ...
  [226 225 230]
  [226 225 230]
  [226 225 230]]

 [[238 238 240]
  [238 238 240]
  [238 238 240]
  ...
  [226 225 230]
  [226 225 230]
  [226 225 230]]

 [[238 238 240]
  [238 238 240]
  [238 238 240]
  ...
  [226 225 230]
  [226 225 230]
  [226 225 230]]

 ...

 [[237 236 241]
  [237 236 241]
  [237 236 241]
  ...
  [223 222 227]
  [223 222 227]
  [223 222 227]]

 [[237 236 241]
  [237 236 241]
  [237 236 241]
  ...
  [223 222 227]
  [223 222 227]
  [223 222 227]]

 [[237 236 241]
  [237 236 241]
  [237 236 241]
  ...
  [223 222 227]
  [223 222 227]
  [223 222 227]]]"
48,1,1,"[[[221 222 217]
  [221 222 217]
  [221 222 217]
  ...
  [233 233 233]
  [233 233 233]
  [233 233 233]]

 [[221 222 217]
  [221 222 217]
  [221 222 217]
  ...
  [233 233 233]
  [233 233 233]
  [233 233 233]]

 [[221 222 217]
  [221 222 217]
  [221 222 217]
  ...
  [233 233 233]
  [233 233 233]
  [233 233 233]]

 ...

 [[217 218 213]
  [218 219 214]
  [219 220 215]
  ...
  [235 235 233]
  [235 235 233]
  [235 235 233]]

 [[219 220 215]
  [220 221 216]
  [220 221 216]
  ...
  [235 235 233]
  [235 235 233]
  [235 235 233]]

 [[221 222 217]
  [221 222 217]
  [222 223 218]
  ...
  [235 235 233]
  [235 235 233]
  [235 235 233]]]"
49,1,3,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
50,0,0,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
51,0,3,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
52,1,0,"[[[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [255 255 255]
  [254 254 254]
  [254 254 254]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [255 255 255]
  [254 254 254]
  [254 254 254]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [255 255 255]
  [254 254 254]
  [254 254 254]]

 ...

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [255 255 255]
  [254 254 254]
  [254 254 254]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [255 255 255]
  [254 254 254]
  [254 254 254]]

 [[254 254 254]
  [254 254 254]
  [254 254 254]
  ...
  [255 255 255]
  [254 254 254]
  [254 254 254]]]"
53,1,2,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
54,1,1,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
55,1,1,"[[[110 118 121]
  [114 119 123]
  [116 119 124]
  ...
  [148 153 157]
  [143 148 152]
  [141 146 150]]

 [[111 119 122]
  [114 119 123]
  [116 119 124]
  ...
  [148 153 157]
  [143 148 152]
  [143 148 152]]

 [[111 119 122]
  [114 119 123]
  [115 118 123]
  ...
  [147 152 156]
  [145 150 154]
  [147 152 156]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]"
56,1,3,"[[[223 223 223]
  [223 223 223]
  [224 224 224]
  ...
  [226 226 226]
  [226 226 226]
  [226 226 226]]

 [[223 223 223]
  [224 224 224]
  [224 224 224]
  ...
  [226 226 226]
  [226 226 226]
  [226 226 226]]

 [[224 224 224]
  [224 224 224]
  [224 224 224]
  ...
  [226 226 226]
  [226 226 226]
  [226 226 226]]

 ...

 [[226 226 226]
  [226 226 226]
  [226 226 226]
  ...
  [163 163 163]
  [163 163 163]
  [163 163 163]]

 [[226 226 226]
  [226 226 226]
  [226 226 226]
  ...
  [163 163 163]
  [163 163 163]
  [163 163 163]]

 [[226 226 226]
  [226 226 226]
  [226 226 226]
  ...
  [163 163 163]
  [163 163 163]
  [163 163 163]]]"
57,0,2,"[[[244 244 244]
  [244 244 244]
  [244 244 244]
  ...
  [244 244 244]
  [244 244 244]
  [244 244 244]]

 [[244 244 244]
  [244 244 244]
  [244 244 244]
  ...
  [244 244 244]
  [244 244 244]
  [244 244 244]]

 [[244 244 244]
  [244 244 244]
  [244 244 244]
  ...
  [244 244 244]
  [244 244 244]
  [244 244 244]]

 ...

 [[244 244 244]
  [244 244 244]
  [244 244 244]
  ...
  [244 244 244]
  [244 244 244]
  [244 244 244]]

 [[244 244 244]
  [244 244 244]
  [244 244 244]
  ...
  [244 244 244]
  [244 244 244]
  [244 244 244]]

 [[244 244 244]
  [244 244 244]
  [244 244 244]
  ...
  [244 244 244]
  [244 244 244]
  [244 244 244]]]"
58,1,3,"[[[231 226 230]
  [231 226 230]
  [231 226 230]
  ...
  [224 218 222]
  [224 218 222]
  [224 218 222]]

 [[231 226 230]
  [231 226 230]
  [231 226 230]
  ...
  [224 218 222]
  [224 218 222]
  [224 218 222]]

 [[231 226 230]
  [231 226 230]
  [231 226 230]
  ...
  [224 218 222]
  [224 218 222]
  [224 218 222]]

 ...

 [[227 221 223]
  [227 221 223]
  [227 221 223]
  ...
  [218 212 212]
  [218 212 212]
  [218 212 212]]

 [[227 221 223]
  [227 221 223]
  [227 221 223]
  ...
  [218 212 212]
  [218 212 212]
  [218 212 212]]

 [[227 221 223]
  [227 221 223]
  [227 221 223]
  ...
  [218 212 212]
  [218 212 212]
  [218 212 212]]]"
59,1,2,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
60,0,0,"[[[235 236 238]
  [235 236 238]
  [235 236 238]
  ...
  [237 238 240]
  [237 238 240]
  [237 238 240]]

 [[235 236 238]
  [235 236 238]
  [235 236 238]
  ...
  [237 238 240]
  [237 238 240]
  [237 238 240]]

 [[235 236 238]
  [235 236 238]
  [235 236 238]
  ...
  [237 238 240]
  [237 238 240]
  [237 238 240]]

 ...

 [[244 245 247]
  [244 245 247]
  [244 245 247]
  ...
  [247 247 249]
  [247 247 249]
  [247 247 249]]

 [[244 245 247]
  [244 245 247]
  [244 245 247]
  ...
  [247 247 249]
  [247 247 249]
  [247 247 249]]

 [[244 245 247]
  [244 245 247]
  [244 245 247]
  ...
  [247 247 249]
  [247 247 249]
  [247 247 249]]]"
61,0,2,"[[[ 52 115  94]
  [ 52 115  94]
  [ 52 115  94]
  ...
  [141 192 185]
  [141 192 185]
  [141 192 185]]

 [[ 53 116  95]
  [ 53 116  95]
  [ 53 116  95]
  ...
  [141 192 185]
  [141 192 185]
  [141 192 185]]

 [[ 53 116  95]
  [ 54 117  96]
  [ 54 117  96]
  ...
  [140 191 184]
  [140 191 184]
  [140 191 184]]

 ...

 [[ 66 124 102]
  [ 66 124 102]
  [ 67 125 103]
  ...
  [ 68 123 102]
  [ 68 123 102]
  [ 68 123 102]]

 [[ 66 124 102]
  [ 67 125 103]
  [ 67 125 103]
  ...
  [ 69 124 103]
  [ 69 124 103]
  [ 69 124 103]]

 [[ 67 125 103]
  [ 67 125 103]
  [ 68 126 104]
  ...
  [ 69 124 103]
  [ 69 124 103]
  [ 69 124 103]]]"
62,0,4,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
63,0,3,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
64,0,1,"[[[254 254 254]
  [254 254 254]
  [253 253 253]
  ...
  [253 253 253]
  [255 255 255]
  [253 253 253]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [252 252 252]
  [255 255 255]
  [252 252 252]]

 [[253 253 253]
  [254 254 254]
  [255 255 255]
  ...
  [247 247 247]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [254 254 254]
  [253 253 253]
  ...
  [255 255 253]
  [255 255 253]
  [254 254 252]]

 [[255 255 255]
  [254 254 255]
  [255 255 255]
  ...
  [253 253 251]
  [253 253 251]
  [251 251 249]]

 [[254 254 255]
  [254 254 255]
  [255 255 255]
  ...
  [253 253 253]
  [255 255 255]
  [255 255 255]]]"
65,0,2,"[[[242 242 242]
  [240 240 242]
  [240 240 242]
  ...
  [211 196   5]
  [217 202  15]
  [210 194  13]]

 [[241 241 241]
  [241 241 241]
  [242 242 244]
  ...
  [214 196   8]
  [212 197  10]
  [211 196   9]]

 [[237 238 233]
  [240 240 238]
  [242 242 242]
  ...
  [215 197  13]
  [209 191   3]
  [217 202  11]]

 ...

 [[220 202  16]
  [220 202  16]
  [222 204  18]
  ...
  [221 203  19]
  [221 203  19]
  [221 203  19]]

 [[221 203  17]
  [221 203  17]
  [222 204  18]
  ...
  [222 204  20]
  [221 203  19]
  [221 203  19]]

 [[219 201  15]
  [219 201  15]
  [220 202  16]
  ...
  [222 204  20]
  [222 204  20]
  [221 203  19]]]"
66,0,2,"[[[238 238 238]
  [238 238 238]
  [238 238 238]
  ...
  [238 238 238]
  [238 238 238]
  [238 238 238]]

 [[238 238 238]
  [238 238 238]
  [238 238 238]
  ...
  [238 238 238]
  [238 238 238]
  [238 238 238]]

 [[238 238 238]
  [238 238 238]
  [238 238 238]
  ...
  [238 238 238]
  [238 238 238]
  [238 238 238]]

 ...

 [[238 238 238]
  [238 238 238]
  [238 238 238]
  ...
  [238 238 238]
  [238 238 238]
  [238 238 238]]

 [[238 238 238]
  [238 238 238]
  [238 238 238]
  ...
  [238 238 238]
  [238 238 238]
  [238 238 238]]

 [[238 238 238]
  [238 238 238]
  [238 238 238]
  ...
  [238 238 238]
  [238 238 238]
  [238 238 238]]]"
67,1,1,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 254 252]
  [254 252 255]
  [255 253 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [252 255 255]
  [251 255 255]
  [250 255 252]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [254 255 250]
  [252 255 253]
  [251 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
68,1,3,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [253 255 254]
  [253 255 254]
  [253 255 254]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [253 255 254]
  [253 255 254]
  [253 255 254]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [253 255 254]
  [252 254 253]
  [252 254 253]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
69,0,4,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
70,1,1,"[[[121  99  75]
  [146 128 106]
  [158 145 128]
  ...
  [219 215 203]
  [227 223 211]
  [226 222 210]]

 [[153 132 111]
  [181 166 147]
  [212 203 188]
  ...
  [230 226 214]
  [233 229 217]
  [235 231 219]]

 [[166 147 130]
  [201 188 172]
  [255 250 238]
  ...
  [236 234 221]
  [232 230 217]
  [234 232 219]]

 ...

 [[212 189 145]
  [223 200 156]
  [230 206 160]
  ...
  [204 188 175]
  [220 210 200]
  [242 235 227]]

 [[206 184 137]
  [198 174 128]
  [187 163 117]
  ...
  [194 181 165]
  [217 207 195]
  [240 233 223]]

 [[212 188 142]
  [209 185 137]
  [217 190 143]
  ...
  [194 178 162]
  [218 206 190]
  [240 231 216]]]"
71,0,3,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
